Intitulé établissement;Unité du salarié;Matricule;Nom;Prénom;Nombre Ind. Déplac. 82000;Montant salarial Ind. Déplac. 82000;Nombre Ind. Déplac. 82250;Montant salarial Ind. Déplac. 82250;Nombre Ind. Déplac. 83250;Montant salarial Ind. Déplac. 83250;Nombre ind. dépl. 82010;Montant salarial ind. dépl. 82010; Nombre ind. Dépl. 82100;Montant salarial  ind. Dépl. 82100; Nombre ind. Dépl. 82500;Montant salarial  ind. Dépl. 82500; Nombre ind. Dépl. 83100;Montant salarial  ind. Dépl. 83100; Nombre ind. Dépl. 83110;Montant salarial  ind. Dépl. 83110; Nombre ind. Dépl. 83300;Montant salarial  ind. Dépl. 83300; Nombre ind. Dépl. 83550;Montant salarial  ind. Dépl. 83550; Nombre ind. Dépl. 83750;Montant salarial  ind. Dépl. 83750;Date départ
HIGH TECH INTELLIGENCE;DIVE;1385;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1386;;;0;0;0;0;0;0;0;0;0;0;0;0;9;54;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1388;;;0;0;0;0;0;0;0;0;0;0;0;0;22;132;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1392;;;0;0;0;0;0;0;0;0;0;0;0;0;5;30;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1393;;;0;0;0;0;0;0;0;0;0;0;0;0;5;30;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1395;;;0;0;0;0;0;0;0;0;0;0;0;0;10;60;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1400;;;21;861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1403;;;0;0;0;0;0;0;0;0;0;0;0;0;2;12;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1405;;;0;0;0;0;0;0;0;0;0;0;0;0;17;102;0;0;0;0;0;0;0;0;    14/04/21
HIGH TECH INTELLIGENCE;DIVE;1421;;;0;0;0;0;0;0;0;0;0;0;0;0;3;18;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1422;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1423;;;0;0;0;0;0;0;0;0;0;0;0;0;15;90;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1426;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1427;;;0;0;0;0;0;0;0;0;0;0;0;0;18;108;0;0;0;0;0;0;0;0;    11/05/21
HIGH TECH INTELLIGENCE;DIVE;1428;;;0;0;0;0;0;0;0;0;0;0;0;0;22;132;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1430;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1431;;;0;0;0;0;0;0;0;0;0;0;0;0;34;204;0;0;0;0;0;0;0;0;    22/03/21
HIGH TECH INTELLIGENCE;DIVE;1432;;;0;0;0;0;0;0;0;0;0;0;0;0;19;114;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1433;;;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1438;;;0;0;0;0;0;0;0;0;0;0;0;0;17;102;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1439;;;0;0;0;0;0;0;0;0;0;0;0;0;19;114;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1442;;;0;0;0;0;0;0;0;0;0;0;0;0;11;66;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1443;;;0;0;0;0;0;0;0;0;0;0;0;0;23;138;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1444;;;0;0;0;0;0;0;0;0;0;0;0;0;23;138;0;0;0;0;0;0;0;0;    31/05/21
HIGH TECH INTELLIGENCE;DIVE;1448;;;0;0;0;0;0;0;0;0;0;0;0;0;9;54;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1449;;;0;0;0;0;0;0;0;0;0;0;0;0;14;84;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1450;;;0;0;0;0;0;0;0;0;0;0;0;0;21;126;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;AUTR;1451;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1453;;;0;0;0;0;0;0;0;0;0;0;0;0;23;138;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1455;;;0;0;0;0;0;0;0;0;0;0;0;0;23;943;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1458;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;AUTR;1459;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;    29/10/21
HIGH TECH INTELLIGENCE;DIVE;1460;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1461;;;0;0;0;0;0;0;0;0;0;0;0;0;18;108;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1462;;;0;0;0;0;0;0;0;0;0;0;0;0;23;138;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1463;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1464;;;0;0;0;0;0;0;0;0;0;0;0;0;23;138;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1465;;;0;0;0;0;0;0;0;0;0;0;0;0;23;138;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1467;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1468;;;0;0;0;0;0;0;0;0;0;0;0;0;23;138;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1471;;;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1472;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;    31/12/21
HIGH TECH INTELLIGENCE;DIVE;1473;;;0;0;0;0;0;0;0;0;0;0;0;0;18;108;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1474;;;0;0;0;0;0;0;0;0;0;0;0;0;23;138;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1475;;;0;0;0;0;0;0;0;0;0;0;0;0;10;60;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1478;;;0;0;0;0;0;0;0;0;0;0;0;0;22;132;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1479;;;0;0;0;0;0;0;0;0;0;0;0;0;3;18;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1480;;;0;0;0;0;0;0;0;0;0;0;0;0;23;138;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1483;;;0;0;0;0;0;0;0;0;0;0;0;0;23;138;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1484;;;0;0;0;0;0;0;0;0;0;0;0;0;21;126;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1485;;;0;0;0;0;0;0;0;0;0;0;0;0;23;138;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1488;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;    13/08/21
HIGH TECH INTELLIGENCE;DIVE;1489;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;    23/07/21
HIGH TECH INTELLIGENCE;DIVE;1490;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1491;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;            
HIGH TECH INTELLIGENCE;DIVE;1492;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;733;;;0;0;0;0;0;0;0;0;0;0;0;0;8;48;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;755;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;848;;;0;0;0;0;0;0;0;0;0;0;0;0;21;126;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;944;;;0;0;0;0;0;0;0;0;0;0;0;0;8;48;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;950;;;0;0;0;0;0;0;0;0;0;0;0;0;9;54;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;1104;;;0;0;0;0;0;0;0;0;0;0;0;0;10;60;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;1157;;;0;0;0;0;0;0;0;0;0;0;0;0;18;108;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;1217;;;0;0;0;0;0;0;0;0;0;0;0;0;23;138;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;1218;;;0;0;0;0;0;0;0;0;0;0;0;0;22;132;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;1219;;;0;0;0;0;0;0;0;0;0;0;0;0;21;126;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;1224;;;0;0;0;0;0;0;0;0;0;0;0;0;8;48;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;1387;;;0;0;0;0;0;0;0;0;0;0;0;0;23;138;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;1399;;;0;0;0;0;0;0;0;0;0;0;0;0;18;720;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;1411;;;0;0;0;0;0;0;0;0;0;0;0;0;23;138;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;1424;;;0;0;0;0;0;0;0;0;0;0;0;0;23;138;0;0;0;0;0;0;0;0;            
HTI MONTBELIARD;DIVE;1445;;;0;0;0;0;0;0;0;0;0;0;0;0;22;132;0;0;0;0;0;0;0;0;            
TOTAL;;;;;283;9804;0;0;0;0;0;0;0;0;0;0;1941;14048;120;850;0;0;0;0;0;0;            
